"Package Name, Reviewer name, Review, Rating"
"name.kunes.android.launcher.demo, subramanian gopalakrishnan, very helpful, 5"
"name.kunes.android.launcher.demo, Consultant BH, Difficult application for a senior citizen it's wonderful that it changes the interface but I want to be able to change it back when I want to not to be not to be there forever because that's what you want, 1"
"name.kunes.android.launcher.demo, R Allen, The best and most accessible launcher. Ability to change number of icons from 4 per screen up, and to press and hold to hear the app name spoken out loud is excellent. Adjusting safe boarders to stop accidental touches, excellent, password protection and double checking actions excellent. My father is almost completely blind due to macular degeneration needing a 15x jewellers lens to read and after 3 years of this. He can now text and call people again His world has opened up again. Thank you., 5"
"name.kunes.android.launcher.demo, Darrell Wood, Love this app it is the only way Grandpa can use the phone. However we paid for the full version and it acts like we didn't. And it's a little irritating that I try now to use some of the functions and it says I need to buy the full version and we already did. I'd like to give it one star for that. But I'm so happy he can use the phone now that I guess the hassle that it seems like it might take to figure out why it's not showing that we have the full version can be forgiven, 4"
"name.kunes.android.launcher.demo, Tim Hief, I like the big button, I use it while driving. The method to adjust buttons and such takes a bit to get used to though., 4"
"name.kunes.android.launcher.demo, Mala Roy, very useful for seniors, 5"
"name.kunes.android.launcher.demo, Tony, Needing several apps and to pay for additional ones to use basic functions send a little mean, when all we basically need is a big icon viewer! Thanks for the generic response. Yes you do need more to the point it pushes you to install at least 2 more apps to go with this. Big phone and big message, that's 2 additional apps. If it was in one then might make sense. I'm the target group installing for a 91 year old!, 1"
"name.kunes.android.launcher.demo, Asa Ahmed, Clear and too the point, 5"
"name.kunes.android.launcher.demo, John Addo, My mother needs a simpler phone so I decided to try BIG Launcher. I must admit: it is good so I paid £8.99 for that. I needed the BIG Phone (£6.99) and BIG SMS (£4.49) to simplify things for her. I would have preferred it if I could pay one upfront payment for everything so I know how much I'm paying in total... ...but to be honest, the apps work well together. My mother does indeed find the phone a lot easier to use now. She can use the texts and calls easily. I can't complain about the apps., 3"
"name.kunes.android.launcher.demo, James M, Was very turned off as it required additional downloads to use it properly each time I clicked on a tap which is very confusing and added extra complication to something that was meant to be easy. Never used a launcher this complicated before., 1"
"name.kunes.android.launcher.demo, Roy Cooper, What A Joke! Made phone harder to use and even more confusing., 1"
"name.kunes.android.launcher.demo, Wade Hurst, junk do not waste your money, 1"
"name.kunes.android.launcher.demo, Phoebe Boyce, OK but very limited on free, 3"
"name.kunes.android.launcher.demo, Richard Cancayda, Ok, 3"
"name.kunes.android.launcher.demo, peter Robert Flower, So far it's been great. It would nice if we could hide the app from the app draw, but that's a very minor issue., 5"
"name.kunes.android.launcher.demo, Adrian Molloy, I use a Samsung S10 plus as a dedicated GPS for car and motorbike. Big Launcher is a great option for use on the move because I only need access to 4 main apps and phone., 4"
"name.kunes.android.launcher.demo, Dean Hamilton, Very funny guys most legally blind people that this would be useful for are on a blind benefit so couldn’t afford this with all the addons out of my price range with food prices these days i will continue eating and use a free app to enlarge icons and text, should be free including the addons for legally blind, could have been good, 1"
"name.kunes.android.launcher.demo, Jay A, Would give 5 stars if we had the ability to have large contact photos or even better to have photo dialing., 3"
"name.kunes.android.launcher.demo, C JV, Absolutely the BEST launcher suite for the elderly/non-smart phone savvy and is worth every penny! I have installed it on every one of my mom's phones. The instruction manual is excellently put together: comprehensive, easy to understand, screenshots demonstrating every preference and function. People complaining about its lack of features: that's the whole point! My only wish is that the 1 and 2 button layouts included the menu bar (with time and date, battery status). Thank you for this app!, 5"
"name.kunes.android.launcher.demo, Henry shibweche, effective, 5"
"name.kunes.android.launcher.demo, Dina Plumley, A brilliant experience! Daniel at Customer Support was available day and night and he answered a couple of questions immediately. Great, nice looking interface. Many thanks., 5"
"name.kunes.android.launcher.demo, Bernard Garner, Great app for senior's, 5"
"name.kunes.android.launcher.demo, JuoG Elenis, Not only for old ppl but also useful for faster use!, 5"
"name.kunes.android.launcher.demo, Avi Mordehay, Best ever, 5"
"name.kunes.android.launcher.demo, Tucker, We got a small phone (Unihertz Jelly 2E) for when our kid is at summer camp. I love it but a full android launcher on a screen that size is hard to work with. Also, since it's really for our piece of mind (emergency calling, location tracking), a limited experience is better. This fits the need perfectly. Like most people, I don't buy a lot of apps but I bought this., 5"
"name.kunes.android.launcher.demo, Cesar Arroyo, Good, 3"
"name.kunes.android.launcher.demo, george cousins, This launcher is simply awesome. It's easy to use and large display is great for visually impaired like me. You can change icons and display so very easy, it's great!, 5"
"name.kunes.android.launcher.demo, Music Boy, Yeah! A feeling of BOSS. Big fish here. But I'm unable to hide personal apps., 5"
"name.kunes.android.launcher.demo, Jackie angrave, Home screen don't work use default, 1"
"name.kunes.android.launcher.demo, Norman Buchignani, This is a really thorough, well thought out three linked phone apps for seniors. I just set up a phone for an elderly relative who never had a mobile phone before. He found it intuitive and easy to use. I strongly suggest that those doing the same as I did spend some time customizing these apps, as the more you work with them the more you will get a sense of how much they can do. They are intended to be simple for the user, but behind that simplicity they are powerful. Buy the full version!, 5"
"name.kunes.android.launcher.demo, SAMANTHA NELSON, IOLOVE BIG LAUNCHER SAMUNDERTAKER, 5"
"name.kunes.android.launcher.demo, First Last, Not quite ready for my needs - complains that it cannot access my alarm app and I usually set 5 to 7 alarms during a week. I am a senior, this one error alone makes me uninstall it., 2"
"name.kunes.android.launcher.demo, Diana Koob, Love this app! Perfect for seniors! Changed the messaging back to the Android Messages app. This permits using MMS for photos and pics. Kids are always sending photos Etc., 5"
"name.kunes.android.launcher.demo, Wanda Ross, I personally didn't like it I couldn't delete old phone calls or messages for me I did not know how to use, 1"
"name.kunes.android.launcher.demo, LojoSM, Love the whole suite for my mom., 5"
"name.kunes.android.launcher.demo, Ric Webb, my daughter shakes a lot (medication) , the larger icons are a godsend, 5"
"name.kunes.android.launcher.demo, Phung Phan, My senior father in law will be completely lost without this app. Thank you, 5"
"name.kunes.android.launcher.demo, Naimish Joshi, Wasted money on it. It doesn't have basic guestures like double tap to lock. Uninstalled., 1"
"name.kunes.android.launcher.demo, gumilar, great, 5"
"name.kunes.android.launcher.demo, Krzysztof Madej, zestaw narz_dzi _wietny ale mam powa_ny problem z has_em dostepu do edycji przycisków, kiedy_ je ustawi_em ale nie mog_ sobie go przypomnie_ (nie zanotowa_em go ) , niestety odinstalowanie wszystkich aplikacji nie pomog_o (po ponownym zainstalowaniu program dalej prosi o has_o), 5"
"name.kunes.android.launcher.demo, komolafe stephen, Not yet installed, 1"
"name.kunes.android.launcher.demo, Ziad Krayem, I love it, it is pretty and well made. but the suite is VERY expensive! it is almost cheaper to buy a whole dumb phone for seniors than paying for the suite. I hope they would revise the pricing, especially for the whole suite., 5"
"name.kunes.android.launcher.demo, John Crow, Love it, makes my life easier, 5"
"name.kunes.android.launcher.demo, Sharon Cook, Lies, 1"
"name.kunes.android.launcher.demo, TalkiTab, I haven't used this much but I think it has tremendous potential, particularly for helping elderly people who do not feel comfortable with technology, 5"
"name.kunes.android.launcher.demo, Bettie Blanton, The latest update has made it possible for my grandma to exit the app and she gets lost every time she uses her phone now. This was working perfect until recent update. Is there a fix?, 3"
"name.kunes.android.launcher.demo, Segun Komolafe, Finding it difficult to get full version. I wasn't allow by my bank to purchase via debit card. I was given a msg that the issuer declined the purchase. Is there any alternative way of getting it aside debit card for the safety purpose?, 3"
"name.kunes.android.launcher.demo, John Williams, Just restored this app and its companions after not using them for a few years. My eyesight has deteriorated in that time and I'm amazed that I can use the phone again without reaching for my specs. Developer was quick to respond and very helpful restoring the licence. The paid extras are definitely worth having., 5"
"name.kunes.android.launcher.demo, T K, Have enjoyed this for years and when I moved to my new phone but the app has changed, Big launcher owners gave me a new license for the latest version! Answered my email in just minutes! Great customer service!, 5"
"name.kunes.android.launcher.demo, Claudia Michelle Daly, Excellent, 5"
"name.kunes.android.launcher.demo, Cynthia Mccall, I like it, 5"
"name.kunes.android.launcher.demo, Davis Ozolins, Davis was very good fun __, 5"
"name.kunes.android.launcher.demo, Marg Bath, Not very customizable, you get stuck in apps and difficult to navigate. Edit: way better & free options out there! Went through every menu option and everything available for documentation, videos etc and it is very restrictive. example, icon labels.. I'd like to put some usable text there but you can barely get a full word to show even with decreasing the label size and text size as much as possible. Also sucks that you need to install apps for texting etc all with ugly/outdated UI. Don't buy!, 1"
"name.kunes.android.launcher.demo, NinjaBard Pheonix, Lives up to it's name. Well done., 5"
"name.kunes.android.launcher.demo, David Green, So far this app has really, really made a difference for for my Mom who is 89 and has very limited vision. She is now able to contact family members by phone or using Google Duo, or Meet whatever it is called now! I highly highly recommend it!, 5"
"name.kunes.android.launcher.demo, Nwakasi Hyacinth, Good, 5"
"name.kunes.android.launcher.demo, Ed Sanders, I just upgraded to Android 12 and finding that big launcher doesn't work properly. Ending utilization for now and looking forward to Android 12 update, 5"
"name.kunes.android.launcher.demo, Junior R, My Great Great Great x10000BC GRANDMA LOVES THIS ONE, __ __, 5"
"name.kunes.android.launcher.demo, Bronwyn McDonald, This app has been so easy to use., 5"
"name.kunes.android.launcher.demo, David Armenta, Works great, 5"
"name.kunes.android.launcher.demo, Zsofia Mezgar, Just another app to add . . . It doesn't replace my screen., 1"
"name.kunes.android.launcher.demo, Mya Dunn, Don't like it I want it cancel, 1"
"name.kunes.android.launcher.demo, Robert Kail, Best applications for senior citizens easy to use & see the magnitude of the numbers are excellent, 5"
"name.kunes.android.launcher.demo, Caspar Höjer, This app has been really great for an older friend of mine who has problems with his vision., 5"
"name.kunes.android.launcher.demo, Sonia Angrave, Please put it on my front screem, 1"
"name.kunes.android.launcher.demo, Jia Hui Tan, I love star, 5"
"name.kunes.android.launcher.demo, Kare Callihan, Certified Vulture, 5"
"name.kunes.android.launcher.demo, Hassan Jahan, Expensive, 3"
"name.kunes.android.launcher.demo, Kristen, Cool, 5"
"name.kunes.android.launcher.demo, Eduardo Padilla, I love this app, 5"
"name.kunes.android.launcher.demo, Nitesh Nath, Best, 5"
"name.kunes.android.launcher.demo, Carmela Welch, ***update**** This company refunded my money in less than two hours. The issues I was having could have been solved via tech support. I appreciate the fas response and am changing the rating to show this. Thank you! I'm trying to set this up for my mom and even bought full version but can't use keyboard at all with phone. It says I need to buy full version . I want a full refund. Deleting this app, 5"
"name.kunes.android.launcher.demo, Rogério Costa, A interface é mais simples e maior, muito boa pra quem enxerga mal. Mas não resolve totalmente o problema do idoso. Quando acontece algum imprevisto, alguma mensagem de configuração do Android ou uma tecla errada é pressionada, o idoso se atrapalha do mesmo jeito. Exemplo: se ao invés de desligar uma chamada, ele apertar o botão Home, a tela inicial aparece, mas chamada continua em segundo plano. Pra desligar a chamada, o usuário tem que saber usar bem o smartphone. (recuperar e desligar), 4"
"name.kunes.android.launcher.demo, Sheila Morris, Disables keypad during calls, 1"
"name.kunes.android.launcher.demo, Fong “James” James, Very good design., 5"
"name.kunes.android.launcher.demo, Cl Mahajan, I was initially really releived to have come across this application. I purchased all launcher, contact,and phone app. But I am disappointed with the bugs inside each application. Even if I change options like don't ask to end call, or dial directly instead of going into the options. The app automatically go back to default options. This is really bugging for a otherwise great app. I am hoping that these get resolved, 2"
"name.kunes.android.launcher.demo, M L, I bought this app for myself as I'm disabled. There is so much I want to say but I'm limited to 500 characters. I'll be writing an email of praise & criticism to the developer but it is important for people to know that the app doesn't work properly & could be extremely dangerous for elderly or cognitively impaired people. FULL SCREEN MODE is supposed to hide the pull down menu. And it does keep it out of sight but it is too easy to unknowingly turn on airplane mode making it VERY DANGEROUS!, 3"
"name.kunes.android.launcher.demo, Audi Aimin, Useful For Smaller thing, 4"
"name.kunes.android.launcher.demo, Raj kumar Rana, very nice app ILOVE IT VERY MUCH __________________________, 5"
"name.kunes.android.launcher.demo, Fay Cooke, Have 1 issue. In a call if i use the keypad button i get the message ""available in full version"" and no keypad. Very annoying when working with voicemail. I have purchased the full version and everything else works as described. Can you help please Ps using Samsung s5 with latest updates. Help desk quickly resolved issue. 5 stars, 5"
"name.kunes.android.launcher.demo, Chris Brodie, It's good but it's pretty pricey, there are actually better options for free, their phone app is great though, 4"
"name.kunes.android.launcher.demo, Danny Vaughan, Extremely good for elderly non tech savvy folks. Recently purchased my mom a smartphone after never owning one. This makes it easy for her to use and she even learned how to text page. Would like to see more applications this way and potentially add in features for video calling through Google Duo and sending pictures in SMS messages. Those two added features would make this suite of apps perfect. She now is able to communicate with the rest of the world on the go and not get confused. Amazing., 4"
"name.kunes.android.launcher.demo, Marge Edwards, Got a new phone but can't restore license. Says in app to contact your email, but we have not gotten a reply back in over a week. How long might it take to hear back from you? Thanks, 5"
"name.kunes.android.launcher.demo, lillabloggen100 Music, Bra för nån gammal människa?., 5"
"name.kunes.android.launcher.demo, Eric J, Testing launcher apps to install on my mother's phone. This one is clear, customisable, easy to read. The one thing I would like to see added is a button that takes you directly to the dialer instead of clicking the phone icon, then having to click a menu option to go to the dialer. So you can have one step buttons for both your contacts, and the dialer directly on the main screen. When explaining phones to the elderly, I see panic whenever something takes more than one step., 5"
"name.kunes.android.launcher.demo, Lyn Ballard, Great launcher! Only comments would be it would be nice to have a 2x3 layout rather than 2x2 or 2x4 and it would be nice to have more control over the placement of the ""status bar., 4"
"name.kunes.android.launcher.demo, Lalit Parmar, Bakvaas please dont Downlad this app, 1"
"name.kunes.android.launcher.demo, Laphis Chunchua, Ios, 5"
"name.kunes.android.launcher.demo, Susan Turner, Purchased full version. Can't access voicemail. Press keyboard and am told need to purchase full version., 1"
"name.kunes.android.launcher.demo, Ram Pyari, Very good, 5"
"name.kunes.android.launcher.demo, Russell Moore, Extremely predatory design. Do not install this without knowing what you're doing first., 1"
"name.kunes.android.launcher.demo, Diocelito Jimenez, Big Launcher app is simple but useful! thankz, 5"
"name.kunes.android.launcher.demo, dami chicu, Practic, 5"
"name.kunes.android.launcher.demo, OldMacGeek, I was looking for something that would make the text on my lock screen bigger. Date a Time the battery percentage available excetera.. This app did not do that, 2"
"name.kunes.android.launcher.demo, Alex Tse, My 76 year old mother-in-law has been using this launcher for like the last five years and she LOVES it! I'm half tempted to use it myself as the UI is just so easy and intuitive. Customer service is fantastic as well. I highly recommend this launcher for seniors., 5"
"name.kunes.android.launcher.demo, Bobby Popham, Great other than the app has no number dial pad. They don't tell you or describe that before you purchase it., 1"
"name.kunes.android.launcher.demo, Pradeep Tripathi, Nice, 5"
"name.kunes.android.launcher.demo, SICKS6SIX, THIS APP BUILDER JUST GETS BETTER AND BETTER. THE CUSTOM FONTS FOR THE PHONE & MESSAGE APP ARE A GREAT IDEA. YOU DON'T HAVE TO BE OLD TO APRECIATE THE BIG COLOUR FULL EASY TO SEE AND USE IMAGES. POOR SIGHTED PEOPLE WILL LOVE THESE APPS ALSO ANYONE WANTING TO ADD SOME COLOUR INTO THEIR LIVES. __, 5"
"name.kunes.android.launcher.demo, Sue Retter, My prev review said config is horrid, but launcher ok once set up. Wrong. Have since found settings that don't work at all (show menu on all screens, swipe to go to other screens). App is a weird combination of good feature richness and bad implementation., 1"
"name.kunes.android.launcher.demo, Peter Dowding, I don't need the ""big"" features (yet!) but enjoy using this launcher - clean, simple, reliable, well thought through & executed & fast too. Can now use any icons or images which was a much appreciated update. Surprisingly customisable once you learn your way around. They even provide a comprehensive users manual - who does that! Yes, it cost a bit, but I'm more than happy with my purchase., 5"
"name.kunes.android.launcher.demo, Biplop Islam, ______, 1"
"name.kunes.android.launcher.demo, Yvonne Yarbrough, I hate it, 1"
"name.kunes.android.launcher.demo, Hi_u Nguy_n v_n, Good, 4"
"name.kunes.android.launcher.demo, heidi James, Really good app I paid for the pro versions on both big launcher and big sms works with my Samsung a52 5g brilliantly I've installed 6 screens without a problem and all work seamlessly thank you as I am blind these extra large icons are what I need if only you did a big keyboard app. Thanks again, 5"
"name.kunes.android.launcher.demo, Che Amah, Good app, 5"
"name.kunes.android.launcher.demo, Pulkit Arora, Good, 5"
"name.kunes.android.launcher.demo, Prabhjot Lidhar, Please allow us to remove the SOS button and replace it. It causes a lot of accidental touches It keeps telling me to buy version or something but never tells me how or where to buy, 5"
"name.kunes.android.launcher.demo, Betty Norwood, I have found it best when you come by + say howdy., 5"
"name.kunes.android.launcher.demo, Mike Slaton, It was nice, 5"
"name.kunes.android.launcher.demo, Wilma Bennett, This app is pretty good but it really needs a voicemail notification. I cannot find one anywhere., 3"
"name.kunes.android.launcher.demo, gil aharoni, how do I replace the number of the day to the day (Monday instead of 23)? urgent, 5"
"name.kunes.android.launcher.demo, Tigran Khachatryan, I think that it is a very nice application, but can you pleaae add native SIP and XMPP functionality in your BIG SMS and BIG Phone applications? We do not want a seperate SIM card for my grandma., 3"
"name.kunes.android.launcher.demo, D C, good app; needs upgrades though. 1. THE APP NEEDS AN OPTION TO STOP THE PHONES POWER FROM BEING SHUT OFF 2. APP NEEDS TO SPEAK WHEN PHONE BATTERY IS LOW....""PLEASE PLUG IN YOUR PHONE NOW"" 3. WE NEED A WEATHER APP ON ONE OF THE MAIN SCREEN SPACES. 4. THE BIG ALARM ONLY LETS YOU SET TIME FOR THE NEXT 24HRS...IT NEEDS TO SET DATE AND TIME FOR ALARMS 5. I NEED TO BE ABLE TO SET ALARMS ON THIER PHONE AND APPOINTMENT DATES ON THIER CALANDER FOR THEM; REMINDERS TO MEDICAL APPOINTMENTS, 4"
"name.kunes.android.launcher.demo, Monica Chambers, Great app thanks, 5"
"name.kunes.android.launcher.demo, Don King, It make my internet faster, 5"
"name.kunes.android.launcher.demo, Leaann Hicks, Was good for few minutes then ads and scrambled letters would print backwards when typing., 2"
"name.kunes.android.launcher.demo, Keturah Hunter, Good apps, 5"
"name.kunes.android.launcher.demo, Tami Harrod, I love this app. Tessa harrod, 5"
"name.kunes.android.launcher.demo, Martin Philo, This isn't very useful. It's just a home screen that tricks you into buying more apps (Phone, Messages etc.) I would like a refund please. Update: The developer refunded and was incredibly helpful. As such I've added 2 stars for this., 3"
"name.kunes.android.launcher.demo, Mahitosh Verma, Mst app hai bahi mst, 5"
"name.kunes.android.launcher.demo, shakh Abdulla, Fine, 5"
"name.kunes.android.launcher.demo, Varun Lokeswaran, Great suite of apps for users with vision problems. Just one feedback - would be great if the text size of time on home screen could be customised/made slightly bigger. Thanks!, 5"
"name.kunes.android.launcher.demo, Chootu “Shailendra kumar” Drigpalkheda, Ok, 5"
"name.kunes.android.launcher.demo, arif sayyed, Mono, 5"
"name.kunes.android.launcher.demo, Jesus Pineda, Excellnt,Thanks., 5"
"name.kunes.android.launcher.demo, Betsy Kouchich, Didn't like it. Took over my phone., 1"
"name.kunes.android.launcher.demo, Dr. Hisham Mahrous, Thank for the reply. I am confused. So if I bought BIG LAUNCHER, I dont have to buy thr SMS and the PHONE, correct. I have smartwatch LEMFO T, android 7.1.1 Would it work fine on it? How can I try it first? Thanks for your reply. If it did not work as I want, can I return it? Sorry didn't work on the watch 7.1.1 5 stars for your help. How to add shortcuts and multiple screen. We doctors go by manuals. Sorry for many questions. I think others will benefit from those questions. Have happy holiday, 5"
"name.kunes.android.launcher.demo, Mudassir Shaikh, Supereb app for me & my family. Wish they would give their other apps like call free for the customers who paid for this launcher. I'd definitely buy it then., 4"
"name.kunes.android.launcher.demo, Mark Macc, I put this app on a elderly relative's tablet and it's fantastic. Big clear buttons and easy to configure. I normally search out free apps but this was well worth the purchase. It would be nice to see a couple of future enhancements. I would like the option to remove the signal strength graphic as it's pointless on a tablet. Second I would like to be able to configure the SOS button to email a number of recipients. This app fit my needs hence five stars.., 5"
"name.kunes.android.launcher.demo, Eci, Ini apk lucu bet plis....download ini __ kagak bakalan nyesel deh Bagi kalian yang suka hp polos ama rabun wajib!!!!!__, 5"
"name.kunes.android.launcher.demo, DWI kartika Kartika, Besar tamak kutakboleh lihat kebenaran nya kutak mampu tampung dirisendiri gimana menampung rakyat nya sekejap ok sekejap takpunya hati bagai lalang hutan takdatanam pun merebah sudahlaj kuperlukan hak Bantu diri nya bukan meblog untuk keday telpon penyamun Dan harga tinggi jika diblogkir hidup telpon bangkai sampah takberguna buatku tromabenci kebencian kepada agenci opperatorre penaja penjual menjajika n help modus, 5"
"name.kunes.android.launcher.demo, Tom Palmer, Outstanding communication with this app. I have some stupid questions of this company, and their replies have been quick and friendly. Outstanding app for those with travel navigating a smartphone, or have problems with vision. Recommended wholeheartedly!!!!, 5"
"name.kunes.android.launcher.demo, Ram Rahish, I like you, 5"
"name.kunes.android.launcher.demo, Barry Ainsley, Already paid 8 pounds but after reinstall it is asking for another 8 pounds., 1"
"name.kunes.android.launcher.demo, Graciela Baeza, I was very disssatisfied with the application. I have uninstalled it. Can I get my $11.85 credited back to my debit card. I had installed it this morning at 5:18. Thank you, 1"
"name.kunes.android.launcher.demo, Ashoke Chakraborty, Using for the last 2years. Thanks for making this application. God bless., 5"
"name.kunes.android.launcher.demo, Ho Choy, Problem solved. Customer services very helpful., 5"
"name.kunes.android.launcher.demo, Joshua Moore, Huge!, 5"
"name.kunes.android.launcher.demo, Julie Reynolds, Great for those of us who are vision in page, 5"
"name.kunes.android.launcher.demo, A Google user, I couldn't purchase the full version, and believe I tried for an hour. I really wanted this app, but I'm not going to beg someone to take my money. I downloaded the free version and then tried to upgrade in app, but the payment never went through. I thought it was google play store, but verified it was not., 2"
"name.kunes.android.launcher.demo, mabel wright, fantastic app developer very helpful, 5"
"name.kunes.android.launcher.demo, Joseph Sello, Nice, 5"
"name.kunes.android.launcher.demo, Elroy Ellis, Perfect app for someone like me who has to strain with my dodgy eyes. Good stuff, 4"
"name.kunes.android.launcher.demo, Mrs.Kathryn Lynn, App is sold piecemeal.you get the screen but doesn't work without another part. Phone goes on screen but doesn't ring . worst of all I bought the full version 12.99 and they never acknowledged it. So nothing -free-or full- works. Watchout for Big-they.re playing leveage to get your money. Google would not refund??? They said they knew but i would have to go to developers..well. 12.99 please, 1"
"name.kunes.android.launcher.demo, Dia Iska, Bagus, 5"
"name.kunes.android.launcher.demo, June Hansen, Excellent app!, 5"
"name.kunes.android.launcher.demo, Pavel Rakitin, It works for my father with 10%% of eyesight. We wait for a possiblity to have a direct whatsapp button to call an individual directly. (He uses a 10 inch device), 5"
"name.kunes.android.launcher.demo, Abass Zakaria, USEFUL, 5"
"name.kunes.android.launcher.demo, Johanna Rosner, This app forgets most of its own settings after a reboot. Some settings it forgets even during normal use. Been playing around with it since hours, trying to research and find solutions. For example you choose your Favorites among the contacts - Next reboot they are not favorites anymore. Favorites are empty again. You choose you not to show ""my contacts"" , but only favorites. That one is gone after like a couple of mins later too, without reboot. Other bad things: The setting to directly dial when clicking a contact does not work at all, even the app does not forget the setting itself. There seems to be no visible option add ""Favorites"" itself to the main screen as button. Even thats what most (old) people would want normally. When opening contacts there is no green ""Dial"" symbol or anything. You need to click on the textbox where is the phone number to dial it, which is not very intuitive. OS: Android 10 / AndroidOne, Phone: Nokia 2.3 Too bad i already paid for both Big Phone and Big Launcher. UPDATE: I just figured out why this happened: It seems it cannot properly deal with SIM contacts. I moved my contacts to the phone storage and now it does not forget favorites & other settings anymore. And yes i have activated the inheritance, but that was not the cause of the problem. Its still active and now its fine., 4"
"name.kunes.android.launcher.demo, Hung Ho, Terrible app, 5"
"name.kunes.android.launcher.demo, Elekutty Joseph, Good, 5"
"name.kunes.android.launcher.demo, ELaine Smith (Laine), Did not like, 1"
"name.kunes.android.launcher.demo, Fiona Keegan, The app is great for people with poor eyesight and those not technically minded and the team behind the app are absolutely fantastic. When I had problems, they responded immediately and addressed all my questions., 5"
"name.kunes.android.launcher.demo, Balwant Malhotra, It's so bad app ____, 1"
"name.kunes.android.launcher.demo, Noel, EDIT: I contacted them and solved my initial issue - thanks for that. It would be good if my father didn't have to swipe to unlock or answer. He's got Parkinsons and that's very difficult, 4"
"name.kunes.android.launcher.demo, R R, I have used and purchased the 2.5.9 version of this for years, am I eligable for a free upgrade or is it actually the same.. It works on my phone running Android 9, 5"
"name.kunes.android.launcher.demo, Elizabeth Roberts, Simple launcher is better., 4"
"name.kunes.android.launcher.demo, Aliwares Wares, OTG, 2"
"name.kunes.android.launcher.demo, Bibi Bobu, Ok ok, 5"
"name.kunes.android.launcher.demo, comao, excellent, 5"
"name.kunes.android.launcher.demo, Pete Garner, Really impressive functionality, 5"
"name.kunes.android.launcher.demo, Prateek Chaaran, Best app. Though i'm not senior citizen, but use this for minimalistic approach. May you provide a White Holo Theme ?, 5"
"name.kunes.android.launcher.demo, Leo Rey, Seems pretty good. But took me a bit to customize what I wanted. I doubt a senior citizen would figure it out. So for $7.99 ,I can get the full mode that allows full settings...?? But what exactly does that mean? I may buy it if I knew exactly what that meant., 4"
"name.kunes.android.launcher.demo, Kaman khan Kaman khan, Photo Jaan chalo bolo, 5"
"name.kunes.android.launcher.demo, Aaron Vaglica, Some bugs to clean up and fix but still good for low vesion flokes like me hey what about a keyboard that ve be customized, 4"
"name.kunes.android.launcher.demo, Home Yeheskiel, Great app. I used it for several seniors. Really useful and easy to operate. However, how come it is not offered at Google play store for Android box such as flowfon or beelink? Is there a way to download it for these devices other than Google play store? In addition it would be great if one can migrate all screens, buttons and settings from one (broken) device to another, without the bother of customizing it manually all over again., 4"
"name.kunes.android.launcher.demo, Louis Max Beauval, You forgot other apps! except big phone and big messages., 2"
"name.kunes.android.launcher.demo, Tom Harding, This is not a free app. You need to pay to customize the screens. It is worth it and this is the best big size launcher I have used. The settings have great options and are well organized., 5"
"name.kunes.android.launcher.demo, Marco Calautti, Great app! Is there any way to configure a button to directly show the contacts only via the big phone app, instead of showing all buttons of the big phone app?, 5"
"name.kunes.android.launcher.demo, Kumar Dangal, Goods apps, 5"
"name.kunes.android.launcher.demo, Andrew Gregory, Absolute godsend for my 92 year old father, thank you so much, 4"
"name.kunes.android.launcher.demo, Chew Chin Hock, Chewchinhock55gmail. Com, 5"
"name.kunes.android.launcher.demo, Michael Krystof, Street l2942.Evaline.street, 5"
"name.kunes.android.launcher.demo, Norsiah MAT ALI, The full version is for how long? It is for month or for long time?, 3"
"name.kunes.android.launcher.demo, A Google user, This app has made it possible for my 90 year old mother to cope with a smartphone. The developer is also extremely helpful when contacted. I highly recommend buying it., 5"
"name.kunes.android.launcher.demo, A Google user, Purchased full version for Parents and its worthless for a tablet and can't get a refund. Will not allow me to add most applications on the table to the launcher so what is it's purpose. All the other features seemed to be geared towards a cell phone and not a tablet. Will keep looking., 1"
"name.kunes.android.launcher.demo, A Google user, @@ Awesome, 5"
"name.kunes.android.launcher.demo, A Google user, incredible, 5"
"name.kunes.android.launcher.demo, A Google user, I needed to set up an Android phone for my octogenarian parents. This looked like it would be perfect, except for one fatal flaw: no MMS messaging! They live for photos and videos of their grandkids and greatgrandkids. Not being able to do that, unfortunately, is a deal breaker in this case. That is very unfortunate, because except for that, this is by far the best launcher of its type available, and I've looked hard! Big kudos for the way the launcher DOES integrate its own dialer and SMS messaging. If that's all you need, this is your best bet., 4"
"name.kunes.android.launcher.demo, A Google user, Leaves to many complex features in place. My mum was in tears after she accidentally pulled down the top menu, turned on aeroplane mode and switched on the torch with no clue how to undo what she'd done......, 1"
"name.kunes.android.launcher.demo, A Google user, I installed the app but do not appear the 3 dots to customise anything. Is it available only in the complete version?, 4"
"name.kunes.android.launcher.demo, A Google user, I'm not senior but I love it! Nice launcher!, 5"
"name.kunes.android.launcher.demo, A Google user, For some may be ok, but my mom n me, no. The 1st pic shown with 6 Generic Icons, IS the screen you get it seems. No customization at all, take their icons or not. Not for us. Our Primary need is -JUST- That ""presumably"" connectivity bar enlargement, shown below the date in examples. More is bonus, 2"
"name.kunes.android.launcher.demo, A Google user, ______ ____, 5"
"name.kunes.android.launcher.demo, A Google user, Paid for full version but unloaded by mistake and when tried to install again asked for full payment again. Before all their updated version had no trouble ,at this stage paid twice for same thing ?? Not a happy bunny., 4"
"name.kunes.android.launcher.demo, A Google user, Bhai suru me to unstole ka option he nhi tha ________________ bhout manhat laga unstole kar ne ma __, 1"
